Date,District,Market Type,Commercial Type,Quality Grade,Price,, 
5/7/2024,Kurunegala,Local,Keti,Standard,1000,,
5/7/2024,Kurunegala,Local,Korikan,Premium,400,,
5/7/2024,Kurunegala,Local,Korikan,Standard,200,,
5/7/2024,Gampaha,Export,Peedunu,Premium,10000,,
5/7/2024,Gampaha,Export,Peedunu,Standard,8000,,
5/7/2024,Gampaha,Export,Kanda,Premium,8000,,
5/7/2024,Gampaha,Export,Kanda,Standard,6000,,
5/7/2024,Gampaha,Local,Peedunu,Premium,5000,,
5/7/2024,Gampaha,Local,Peedunu,Standard,4000,,
5/7/2024,Gampaha,Local,Keti,Premium,2000,,
5/7/2024,Gampaha,Local,Keti,Standard,1500,,
5/7/2024,Gampaha,Local,Korikan,Premium,400,,
5/7/2024,Gampaha,Local,Korikan,Standard,200,,
5/14/2024,Kurunegala,Export,Peedunu,Premium,6000,,
5/14/2024,Kurunegala,Export,Peedunu,Standard,3000,,
5/14/2024,Kurunegala,Export,Kanda,Premium,5000,,
5/14/2024,Kurunegala,Export,Kanda,Standard,3000,,
5/14/2024,Kurunegala,Local,Peedunu,Premium,5000,,
5/14/2024,Kurunegala,Local,Peedunu,Standard,2500,,
5/14/2024,Kurunegala,Local,Keti,Premium,2000,,
5/14/2024,Kurunegala,Local,Keti,Standard,1000,,
5/14/2024,Kurunegala,Local,Korikan,Premium,400,,
5/14/2024,Kurunegala,Local,Korikan,Standard,200,,
5/14/2024,Gampaha,Export,Peedunu,Premium,10000,,
5/14/2024,Gampaha,Export,Peedunu,Standard,8000,,
5/14/2024,Gampaha,Export,Kanda,Premium,9000,,
5/14/2024,Gampaha,Export,Kanda,Standard,7500,,
5/14/2024,Gampaha,Local,Peedunu,Premium,4000,,
5/14/2024,Gampaha,Local,Peedunu,Standard,3500,,
5/14/2024,Gampaha,Local,Keti,Premium,1500,,
5/14/2024,Gampaha,Local,Keti,Standard,1250,,
5/14/2024,Gampaha,Local,Korikan,Premium,500,,
5/14/2024,Gampaha,Local,Korikan,Standard,400,,
5/21/2024,Kurunegala,Export,Peedunu,Premium,5500,,
5/21/2024,Kurunegala,Export,Peedunu,Standard,2500,,
5/21/2024,Kurunegala,Export,Kanda,Premium,4500,,
5/21/2024,Kurunegala,Export,Kanda,Standard,2500,,
5/21/2024,Kurunegala,Local,Peedunu,Premium,4000,,
5/21/2024,Kurunegala,Local,Peedunu,Standard,2000,,
5/21/2024,Kurunegala,Local,Keti,Premium,1500,,
5/21/2024,Kurunegala,Local,Keti,Standard,500,,
5/21/2024,Kurunegala,Local,Korikan,Premium,200,,
5/21/2024,Kurunegala,Local,Korikan,Standard,100,,
5/21/2024,Gampaha,Export,Peedunu,Premium,10000,,
5/21/2024,Gampaha,Export,Peedunu,Standard,8000,,
5/21/2024,Gampaha,Export,Kanda,Premium,9000,,
5/21/2024,Gampaha,Export,Kanda,Standard,7500,,
5/21/2024,Gampaha,Local,Peedunu,Premium,4000,,
5/21/2024,Gampaha,Local,Peedunu,Standard,3500,,
5/21/2024,Gampaha,Local,Keti,Premium,1500,,
5/21/2024,Gampaha,Local,Keti,Standard,1250,,
5/21/2024,Gampaha,Local,Korikan,Premium,500,,
5/21/2024,Gampaha,Local,Korikan,Standard,400,,
5/28/2024,Kurunegala,Export,Peedunu,Premium,6000,,
5/28/2024,Kurunegala,Export,Peedunu,Standard,3000,,
5/28/2024,Kurunegala,Export,Kanda,Premium,5000,,
5/28/2024,Kurunegala,Export,Kanda,Standard,3000,,
5/28/2024,Kurunegala,Local,Peedunu,Premium,4500,,
5/28/2024,Kurunegala,Local,Peedunu,Standard,2500,,
5/28/2024,Kurunegala,Local,Keti,Premium,1500,,
5/28/2024,Kurunegala,Local,Keti,Standard,500,,
5/28/2024,Kurunegala,Local,Korikan,Premium,200,,
5/28/2024,Kurunegala,Local,Korikan,Standard,100,,
5/28/2024,Gampaha,Export,Peedunu,Premium,7000,,
5/28/2024,Gampaha,Export,Peedunu,Standard,6000,,
5/28/2024,Gampaha,Export,Kanda,Premium,6000,,
5/28/2024,Gampaha,Export,Kanda,Standard,5000,,
5/28/2024,Gampaha,Local,Peedunu,Premium,4000,,
5/28/2024,Gampaha,Local,Peedunu,Standard,3500,,
5/28/2024,Gampaha,Local,Keti,Premium,1500,,
5/28/2024,Gampaha,Local,Keti,Standard,1250,,
5/28/2024,Gampaha,Local,Korikan,Premium,500,,
5/28/2024,Gampaha,Local,Korikan,Standard,400,,
6/4/2024,Kurunegala,Export,Peedunu,Premium,6000,,
6/4/2024,Kurunegala,Export,Peedunu,Standard,3000,,
6/4/2024,Kurunegala,Export,Kanda,Premium,5000,,
6/4/2024,Kurunegala,Export,Kanda,Standard,3000,,
6/4/2024,Kurunegala,Local,Peedunu,Premium,4500,,
6/4/2024,Kurunegala,Local,Peedunu,Standard,2500,,
6/4/2024,Kurunegala,Local,Keti,Premium,1500,,
6/4/2024,Kurunegala,Local,Keti,Standard,500,,
6/4/2024,Kurunegala,Local,Korikan,Premium,200,,
6/4/2024,Kurunegala,Local,Korikan,Standard,100,,
6/4/2024,Gampaha,Export,Peedunu,Premium,10000,,
6/4/2024,Gampaha,Export,Peedunu,Standard,8000,,
6/4/2024,Gampaha,Export,Kanda,Premium,9000,,
6/4/2024,Gampaha,Export,Kanda,Standard,7000,,
6/4/2024,Gampaha,Local,Peedunu,Premium,4000,,
6/4/2024,Gampaha,Local,Peedunu,Standard,3500,,
6/4/2024,Gampaha,Local,Keti,Premium,2000,,
6/4/2024,Gampaha,Local,Keti,Standard,1500,,
6/4/2024,Gampaha,Local,Korikan,Premium,500,,
6/4/2024,Gampaha,Local,Korikan,Standard,400,,
6/11/2024,Kurunegala,Export,Peedunu,Premium,5500,,
6/11/2024,Kurunegala,Export,Peedunu,Standard,3000,,
6/11/2024,Kurunegala,Export,Kanda,Premium,5000,,
6/11/2024,Kurunegala,Export,Kanda,Standard,3000,,
6/11/2024,Kurunegala,Local,Peedunu,Premium,4000,,
6/11/2024,Kurunegala,Local,Peedunu,Standard,2500,,
6/11/2024,Kurunegala,Local,Keti,Premium,1500,,
6/11/2024,Kurunegala,Local,Keti,Standard,500,,
6/11/2024,Kurunegala,Local,Korikan,Premium,200,,
6/11/2024,Kurunegala,Local,Korikan,Standard,100,,
6/11/2024,Gampaha,Export,Peedunu,Premium,15000,,
6/11/2024,Gampaha,Export,Peedunu,Standard,12000,,
6/11/2024,Gampaha,Export,Kanda,Premium,12000,,
6/11/2024,Gampaha,Export,Kanda,Standard,8000,,
6/11/2024,Gampaha,Local,Peedunu,Premium,3000,,
6/11/2024,Gampaha,Local,Peedunu,Standard,2000,,
6/11/2024,Gampaha,Local,Keti,Premium,2000,,
6/11/2024,Gampaha,Local,Keti,Standard,1000,,
6/11/2024,Gampaha,Local,Korikan,Premium,500,,
6/11/2024,Gampaha,Local,Korikan,Standard,400,,
6/18/2024,Kurunegala,Export,Peedunu,Premium,8000,,
6/18/2024,Kurunegala,Export,Peedunu,Standard,5000,,
6/18/2024,Kurunegala,Export,Kanda,Premium,6000,,
6/18/2024,Kurunegala,Export,Kanda,Standard,4000,,
6/18/2024,Kurunegala,Local,Peedunu,Premium,6000,,
6/18/2024,Kurunegala,Local,Peedunu,Standard,3000,,
6/18/2024,Kurunegala,Local,Keti,Premium,2000,,
6/18/2024,Kurunegala,Local,Keti,Standard,1000,,
6/18/2024,Kurunegala,Local,Korikan,Premium,400,,
6/18/2024,Kurunegala,Local,Korikan,Standard,200,,
6/18/2024,Gampaha,Export,Peedunu,Premium,10000,,
6/18/2024,Gampaha,Export,Peedunu,Standard,8000,,
6/18/2024,Gampaha,Export,Kanda,Premium,8000,,
6/18/2024,Gampaha,Export,Kanda,Standard,6000,,
6/18/2024,Gampaha,Local,Peedunu,Premium,3000,,
6/18/2024,Gampaha,Local,Peedunu,Standard,2000,,
6/18/2024,Gampaha,Local,Keti,Premium,2000,,
6/18/2024,Gampaha,Local,Keti,Standard,1000,,
6/18/2024,Gampaha,Local,Korikan,Premium,500,,
6/18/2024,Gampaha,Local,Korikan,Standard,400,,
6/25/2024,Kurunegala,Export,Peedunu,Premium,8000,,
6/25/2024,Kurunegala,Export,Peedunu,Standard,5000,,
6/25/2024,Kurunegala,Export,Kanda,Premium,6000,,
6/25/2024,Kurunegala,Export,Kanda,Standard,4000,,
6/25/2024,Kurunegala,Local,Peedunu,Premium,5000,,
6/25/2024,Kurunegala,Local,Peedunu,Standard,3000,,
6/25/2024,Kurunegala,Local,Keti,Premium,2000,,
6/25/2024,Kurunegala,Local,Keti,Standard,1000,,
6/25/2024,Kurunegala,Local,Korikan,Premium,400,,
6/25/2024,Kurunegala,Local,Korikan,Standard,200,,
6/25/2024,Gampaha,Export,Peedunu,Premium,12000,,
6/25/2024,Gampaha,Export,Peedunu,Standard,8000,,
6/25/2024,Gampaha,Export,Kanda,Premium,8000,,
6/25/2024,Gampaha,Export,Kanda,Standard,7000,,
6/25/2024,Gampaha,Local,Peedunu,Premium,5500,,
6/25/2024,Gampaha,Local,Peedunu,Standard,3500,,
6/25/2024,Gampaha,Local,Keti,Premium,3500,,
6/25/2024,Gampaha,Local,Keti,Standard,2000,,
6/25/2024,Gampaha,Local,Korikan,Premium,500,,
6/25/2024,Gampaha,Local,Korikan,Standard,400,,
7/2/2024,Kurunegala,Export,Peedunu,Premium,8000,,
7/2/2024,Kurunegala,Export,Peedunu,Standard,5000,,
7/2/2024,Kurunegala,Export,Kanda,Premium,6000,,
7/2/2024,Kurunegala,Export,Kanda,Standard,4000,,
7/2/2024,Kurunegala,Local,Peedunu,Premium,5000,,
7/2/2024,Kurunegala,Local,Peedunu,Standard,3000,,
7/2/2024,Kurunegala,Local,Keti,Premium,2000,,
7/2/2024,Kurunegala,Local,Keti,Standard,1000,,
7/2/2024,Kurunegala,Local,Korikan,Premium,400,,
7/2/2024,Kurunegala,Local,Korikan,Standard,200,,
7/2/2024,Gampaha,Export,Peedunu,Premium,10000,,
7/2/2024,Gampaha,Export,Peedunu,Standard,8000,,
7/2/2024,Gampaha,Export,Kanda,Premium,7000,,
7/2/2024,Gampaha,Export,Kanda,Standard,6000,,
7/2/2024,Gampaha,Local,Peedunu,Premium,3000,,
7/2/2024,Gampaha,Local,Peedunu,Standard,2000,,
7/2/2024,Gampaha,Local,Keti,Premium,2000,,
7/2/2024,Gampaha,Local,Keti,Standard,1000,,
7/2/2024,Gampaha,Local,Korikan,Premium,250,,
7/2/2024,Gampaha,Local,Korikan,Standard,200,,
7/16/2024,Kurunegala,Export,Peedunu,Premium,7000,,
7/16/2024,Kurunegala,Export,Peedunu,Standard,4000,,
7/16/2024,Kurunegala,Export,Kanda,Premium,5000,,
7/16/2024,Kurunegala,Export,Kanda,Standard,4000,,
7/16/2024,Kurunegala,Local,Peedunu,Premium,4000,,
7/16/2024,Kurunegala,Local,Peedunu,Standard,2000,,
7/16/2024,Kurunegala,Local,Keti,Premium,1000,,
7/16/2024,Kurunegala,Local,Keti,Standard,500,,
7/16/2024,Kurunegala,Local,Korikan,Premium,200,,
7/16/2024,Kurunegala,Local,Korikan,Standard,100,,
7/16/2024,Gampaha,Export,Peedunu,Premium,10000,,
7/16/2024,Gampaha,Export,Peedunu,Standard,8000,,
7/16/2024,Gampaha,Export,Kanda,Premium,7000,,
7/16/2024,Gampaha,Export,Kanda,Standard,6000,,
7/16/2024,Gampaha,Local,Peedunu,Premium,3000,,
7/16/2024,Gampaha,Local,Peedunu,Standard,2000,,
7/16/2024,Gampaha,Local,Keti,Premium,2000,,
7/16/2024,Gampaha,Local,Keti,Standard,1000,,
7/16/2024,Gampaha,Local,Korikan,Premium,250,,
7/16/2024,Gampaha,Local,Korikan,Standard,200,,
7/23/2024,Kurunegala,Export,Peedunu,Premium,7000,,
7/23/2024,Kurunegala,Export,Peedunu,Standard,4000,,
7/23/2024,Kurunegala,Export,Kanda,Premium,5000,,
7/23/2024,Kurunegala,Export,Kanda,Standard,4000,,
7/23/2024,Kurunegala,Local,Peedunu,Premium,4000,,
7/23/2024,Kurunegala,Local,Peedunu,Standard,2000,,
7/23/2024,Kurunegala,Local,Keti,Premium,1000,,
7/23/2024,Kurunegala,Local,Keti,Standard,500,,
7/23/2024,Kurunegala,Local,Korikan,Premium,200,,
7/23/2024,Kurunegala,Local,Korikan,Standard,100,,
7/23/2024,Gampaha,Export,Peedunu,Premium,15000,,
7/23/2024,Gampaha,Export,Peedunu,Standard,14000,,
7/23/2024,Gampaha,Export,Kanda,Premium,14000,,
7/23/2024,Gampaha,Export,Kanda,Standard,12000,,
7/23/2024,Gampaha,Local,Peedunu,Premium,6000,,
7/23/2024,Gampaha,Local,Peedunu,Standard,5000,,
7/23/2024,Gampaha,Local,Keti,Premium,4000,,
7/23/2024,Gampaha,Local,Keti,Standard,3000,,
7/23/2024,Gampaha,Local,Korikan,Premium,1000,,
7/23/2024,Gampaha,Local,Korikan,Standard,1000,,
7/30/2024,Kurunegala,Export,Peedunu,Premium,6000,,
7/30/2024,Kurunegala,Export,Peedunu,Standard,5000,,
7/30/2024,Kurunegala,Export,Kanda,Premium,4000,,
7/30/2024,Kurunegala,Export,Kanda,Standard,3000,,
7/30/2024,Kurunegala,Local,Peedunu,Premium,5000,,
7/30/2024,Kurunegala,Local,Peedunu,Standard,3000,,
7/30/2024,Kurunegala,Local,Keti,Premium,1000,,
7/30/2024,Kurunegala,Local,Keti,Standard,500,,
7/30/2024,Kurunegala,Local,Korikan,Premium,200,,
7/30/2024,Kurunegala,Local,Korikan,Standard,100,,
7/30/2024,Gampaha,Export,Peedunu,Premium,8000,,
7/30/2024,Gampaha,Export,Peedunu,Standard,7000,,
7/30/2024,Gampaha,Export,Kanda,Premium,5000,,
7/30/2024,Gampaha,Export,Kanda,Standard,4000,,
7/30/2024,Gampaha,Local,Peedunu,Premium,3500,,
7/30/2024,Gampaha,Local,Peedunu,Standard,3000,,
7/30/2024,Gampaha,Local,Keti,Premium,2500,,
7/30/2024,Gampaha,Local,Keti,Standard,2000,,
7/30/2024,Gampaha,Local,Korikan,Premium,500,,
7/30/2024,Gampaha,Local,Korikan,Standard,450,,
8/6/2024,Kurunegala,Export,Peedunu,Premium,8000,,
8/6/2024,Kurunegala,Export,Peedunu,Standard,6000,,
8/6/2024,Kurunegala,Export,Kanda,Premium,6500,,
8/6/2024,Kurunegala,Export,Kanda,Standard,5000,,
8/6/2024,Kurunegala,Local,Peedunu,Premium,5000,,
8/6/2024,Kurunegala,Local,Peedunu,Standard,3000,,
8/6/2024,Kurunegala,Local,Keti,Premium,2000,,
8/6/2024,Kurunegala,Local,Keti,Standard,1500,,
8/6/2024,Kurunegala,Local,Korikan,Premium,300,,
8/6/2024,Kurunegala,Local,Korikan,Standard,150,,
8/6/2024,Gampaha,Export,Peedunu,Premium,4000,,
8/6/2024,Gampaha,Export,Peedunu,Standard,3000,,
8/6/2024,Gampaha,Export,Kanda,Premium,2500,,
8/6/2024,Gampaha,Export,Kanda,Standard,2000,,
8/6/2024,Gampaha,Local,Peedunu,Premium,3000,,
8/6/2024,Gampaha,Local,Peedunu,Standard,2500,,
8/6/2024,Gampaha,Local,Keti,Premium,2500,,
8/6/2024,Gampaha,Local,Keti,Standard,2000,,
8/6/2024,Gampaha,Local,Korikan,Premium,500,,
8/6/2024,Gampaha,Local,Korikan,Standard,400,,
8/13/2024,Kurunegala,Export,Peedunu,Premium,8000,,
8/13/2024,Kurunegala,Export,Peedunu,Standard,6000,,
8/13/2024,Kurunegala,Export,Kanda,Premium,6500,,
8/13/2024,Kurunegala,Export,Kanda,Standard,5000,,
8/13/2024,Kurunegala,Local,Peedunu,Premium,5000,,
8/13/2024,Kurunegala,Local,Peedunu,Standard,3000,,
8/13/2024,Kurunegala,Local,Keti,Premium,2000,,
8/13/2024,Kurunegala,Local,Keti,Standard,1500,,
8/13/2024,Kurunegala,Local,Korikan,Premium,300,,
8/13/2024,Kurunegala,Local,Korikan,Standard,150,,
8/13/2024,Gampaha,Export,Peedunu,Premium,4000,,
8/13/2024,Gampaha,Export,Peedunu,Standard,3000,,
8/13/2024,Gampaha,Export,Kanda,Premium,3000,,
8/13/2024,Gampaha,Export,Kanda,Standard,2500,,
8/13/2024,Gampaha,Local,Peedunu,Premium,3000,,
8/13/2024,Gampaha,Local,Peedunu,Standard,2000,,
8/13/2024,Gampaha,Local,Keti,Premium,1500,,
8/13/2024,Gampaha,Local,Keti,Standard,1000,,
8/13/2024,Gampaha,Local,Korikan,Premium,500,,
8/13/2024,Gampaha,Local,Korikan,Standard,450,,
8/20/2024,Kurunegala,Export,Peedunu,Premium,7000,,
8/20/2024,Kurunegala,Export,Peedunu,Standard,5000,,
8/20/2024,Kurunegala,Export,Kanda,Premium,7000,,
8/20/2024,Kurunegala,Export,Kanda,Standard,5000,,
8/20/2024,Kurunegala,Local,Peedunu,Premium,4000,,
8/20/2024,Kurunegala,Local,Peedunu,Standard,3000,,
8/20/2024,Kurunegala,Local,Keti,Premium,1500,,
8/20/2024,Kurunegala,Local,Keti,Standard,1000,,
8/20/2024,Kurunegala,Local,Korikan,Premium,400,,
8/20/2024,Kurunegala,Local,Korikan,Standard,200,,
8/20/2024,Gampaha,Export,Peedunu,Premium,5000,,
8/20/2024,Gampaha,Export,Peedunu,Standard,3000,,
8/20/2024,Gampaha,Export,Kanda,Premium,3000,,
8/20/2024,Gampaha,Export,Kanda,Standard,2500,,
8/20/2024,Gampaha,Local,Peedunu,Premium,3000,,
8/20/2024,Gampaha,Local,Peedunu,Standard,2000,,
8/20/2024,Gampaha,Local,Keti,Premium,2000,,
8/20/2024,Gampaha,Local,Keti,Standard,1500,,
8/20/2024,Gampaha,Local,Korikan,Premium,500,,
8/20/2024,Gampaha,Local,Korikan,Standard,450,,
8/27/2024,Kurunegala,Export,Peedunu,Premium,7000,,
8/27/2024,Kurunegala,Export,Peedunu,Standard,6000,,
8/27/2024,Kurunegala,Export,Kanda,Premium,8000,,
8/27/2024,Kurunegala,Export,Kanda,Standard,7000,,
8/27/2024,Kurunegala,Local,Peedunu,Premium,4000,,
8/27/2024,Kurunegala,Local,Peedunu,Standard,3000,,
8/27/2024,Kurunegala,Local,Keti,Premium,1500,,
8/27/2024,Kurunegala,Local,Keti,Standard,1500,,
8/27/2024,Kurunegala,Local,Korikan,Premium,200,,
8/27/2024,Kurunegala,Local,Korikan,Standard,100,,
8/27/2024,Gampaha,Export,Peedunu,Premium,5000,,
8/27/2024,Gampaha,Export,Peedunu,Standard,3000,,
8/27/2024,Gampaha,Export,Kanda,Premium,3000,,
8/27/2024,Gampaha,Export,Kanda,Standard,2500,,
8/27/2024,Gampaha,Local,Peedunu,Premium,3000,,
8/27/2024,Gampaha,Local,Peedunu,Standard,2000,,
8/27/2024,Gampaha,Local,Keti,Premium,2000,,
8/27/2024,Gampaha,Local,Keti,Standard,1500,,
8/27/2024,Gampaha,Local,Korikan,Premium,500,,
8/27/2024,Gampaha,Local,Korikan,Standard,450,,
9/3/2024,Kurunegala,Export,Peedunu,Premium,14000,,
9/3/2024,Kurunegala,Export,Peedunu,Standard,12000,,
9/3/2024,Kurunegala,Export,Kanda,Premium,11000,,
9/3/2024,Kurunegala,Export,Kanda,Standard,10000,,
9/3/2024,Kurunegala,Local,Peedunu,Premium,6000,,
9/3/2024,Kurunegala,Local,Peedunu,Standard,5000,,
9/3/2024,Kurunegala,Local,Keti,Premium,4000,,
9/3/2024,Kurunegala,Local,Keti,Standard,3000,,
9/3/2024,Kurunegala,Local,Korikan,Premium,150,,
9/3/2024,Kurunegala,Local,Korikan,Standard,100,,
9/3/2024,Gampaha,Export,Peedunu,Premium,8000,,
9/3/2024,Gampaha,Export,Peedunu,Standard,6000,,
9/3/2024,Gampaha,Export,Kanda,Premium,6000,,
9/3/2024,Gampaha,Export,Kanda,Standard,5000,,
9/3/2024,Gampaha,Local,Peedunu,Premium,4500,,
9/3/2024,Gampaha,Local,Peedunu,Standard,3500,,
9/3/2024,Gampaha,Local,Keti,Premium,3000,,
9/3/2024,Gampaha,Local,Keti,Standard,2000,,
9/3/2024,Gampaha,Local,Korikan,Premium,750,,
9/3/2024,Gampaha,Local,Korikan,Standard,500,,
9/10/2024,Kurunegala,Export,Peedunu,Premium,13000,,
9/10/2024,Kurunegala,Export,Peedunu,Standard,11000,,
9/10/2024,Kurunegala,Export,Kanda,Premium,10000,,
9/10/2024,Kurunegala,Export,Kanda,Standard,8000,,
9/10/2024,Kurunegala,Local,Peedunu,Premium,6000,,
9/10/2024,Kurunegala,Local,Peedunu,Standard,4000,,
9/10/2024,Kurunegala,Local,Keti,Premium,3000,,
9/10/2024,Kurunegala,Local,Keti,Standard,2000,,
9/10/2024,Kurunegala,Local,Korikan,Premium,150,,
9/10/2024,Kurunegala,Local,Korikan,Standard,100,,
9/10/2024,Gampaha,Export,Peedunu,Premium,10000,,
9/10/2024,Gampaha,Export,Peedunu,Standard,8000,,
9/10/2024,Gampaha,Export,Kanda,Premium,8000,,
9/10/2024,Gampaha,Export,Kanda,Standard,6000,,
9/10/2024,Gampaha,Local,Peedunu,Premium,5000,,
9/10/2024,Gampaha,Local,Peedunu,Standard,4000,,
9/10/2024,Gampaha,Local,Keti,Premium,4000,,
9/10/2024,Gampaha,Local,Keti,Standard,3000,,
9/10/2024,Gampaha,Local,Korikan,Premium,1000,,
9/10/2024,Gampaha,Local,Korikan,Standard,750,,
9/18/2024,Kurunegala,Export,Peedunu,Premium,15000,,
9/18/2024,Kurunegala,Export,Peedunu,Standard,12000,,
9/18/2024,Kurunegala,Export,Kanda,Premium,12000,,
9/18/2024,Kurunegala,Export,Kanda,Standard,10000,,
9/18/2024,Kurunegala,Local,Peedunu,Premium,4000,,
9/18/2024,Kurunegala,Local,Peedunu,Standard,4000,,
9/18/2024,Kurunegala,Local,Keti,Premium,2000,,
9/18/2024,Kurunegala,Local,Keti,Standard,2000,,
9/18/2024,Kurunegala,Local,Korikan,Premium,1000,,
9/18/2024,Kurunegala,Local,Korikan,Standard,750,,
9/18/2024,Gampaha,Export,Peedunu,Premium,15000,,
9/18/2024,Gampaha,Export,Peedunu,Standard,12000,,
9/18/2024,Gampaha,Export,Kanda,Premium,12000,,
9/18/2024,Gampaha,Export,Kanda,Standard,10000,,
9/18/2024,Gampaha,Local,Peedunu,Premium,5000,,
9/18/2024,Gampaha,Local,Peedunu,Standard,4000,,
9/18/2024,Gampaha,Local,Keti,Premium,4000,,
9/18/2024,Gampaha,Local,Keti,Standard,3000,,
9/18/2024,Gampaha,Local,Korikan,Premium,1000,,
9/18/2024,Gampaha,Local,Korikan,Standard,750,,
9/24/2024,Kurunegala,Export,Peedunu,Premium,13000,,
9/24/2024,Kurunegala,Export,Peedunu,Standard,11000,,
9/24/2024,Kurunegala,Export,Kanda,Premium,8000,,
9/24/2024,Kurunegala,Export,Kanda,Standard,7000,,
9/24/2024,Kurunegala,Local,Peedunu,Premium,5500,,
9/24/2024,Kurunegala,Local,Peedunu,Standard,4000,,
9/24/2024,Kurunegala,Local,Keti,Premium,3500,,
9/24/2024,Kurunegala,Local,Keti,Standard,3000,,
9/24/2024,Kurunegala,Local,Korikan,Premium,150,,
9/24/2024,Kurunegala,Local,Korikan,Standard,100,,
9/24/2024,Gampaha,Export,Peedunu,Premium,10000,,
9/24/2024,Gampaha,Export,Peedunu,Standard,8000,,
9/24/2024,Gampaha,Export,Kanda,Premium,8000,,
9/24/2024,Gampaha,Export,Kanda,Standard,6000,,
9/24/2024,Gampaha,Local,Peedunu,Premium,5000,,
9/24/2024,Gampaha,Local,Peedunu,Standard,4000,,
9/24/2024,Gampaha,Local,Keti,Premium,1000,,
9/24/2024,Gampaha,Local,Keti,Standard,750,,
9/24/2024,Gampaha,Local,Korikan,Premium,150,,
9/24/2024,Gampaha,Local,Korikan,Standard,100,,
10/1/2024,Kurunegala,Export,Peedunu,Premium,10000,,
10/1/2024,Kurunegala,Export,Peedunu,Standard,8000,,
10/1/2024,Kurunegala,Export,Kanda,Premium,6000,,
10/1/2024,Kurunegala,Export,Kanda,Standard,5000,,
10/1/2024,Kurunegala,Local,Peedunu,Premium,4000,,
10/1/2024,Kurunegala,Local,Peedunu,Standard,3000,,
10/1/2024,Kurunegala,Local,Keti,Premium,2000,,
10/1/2024,Kurunegala,Local,Keti,Standard,1500,,
10/1/2024,Kurunegala,Local,Korikan,Premium,200,,
10/1/2024,Kurunegala,Local,Korikan,Standard,100,,
10/1/2024,Gampaha,Export,Peedunu,Premium,10000,,
10/1/2024,Gampaha,Export,Peedunu,Standard,8000,,
10/1/2024,Gampaha,Export,Kanda,Premium,8000,,
10/1/2024,Gampaha,Export,Kanda,Standard,6000,,
10/1/2024,Gampaha,Local,Peedunu,Premium,5000,,
10/1/2024,Gampaha,Local,Peedunu,Standard,4000,,
10/1/2024,Gampaha,Local,Keti,Premium,3000,,
10/1/2024,Gampaha,Local,Keti,Standard,2000,,
10/1/2024,Gampaha,Local,Korikan,Premium,750,,
10/1/2024,Gampaha,Local,Korikan,Standard,500,,
10/15/2024,Kurunegala,Export,Peedunu,Premium,10000,,
10/15/2024,Kurunegala,Export,Peedunu,Standard,8000,,
10/15/2024,Kurunegala,Export,Kanda,Premium,7500,,
10/15/2024,Kurunegala,Export,Kanda,Standard,6000,,
10/15/2024,Kurunegala,Local,Peedunu,Premium,5000,,
10/15/2024,Kurunegala,Local,Peedunu,Standard,4000,,
10/15/2024,Kurunegala,Local,Keti,Premium,3000,,
10/15/2024,Kurunegala,Local,Keti,Standard,2000,,
10/15/2024,Kurunegala,Local,Korikan,Premium,400,,
10/15/2024,Kurunegala,Local,Korikan,Standard,200,,
10/15/2024,Gampaha,Export,Peedunu,Premium,8000,,
10/15/2024,Gampaha,Export,Peedunu,Standard,6000,,
10/15/2024,Gampaha,Export,Kanda,Premium,6000,,
10/15/2024,Gampaha,Export,Kanda,Standard,5000,,
10/15/2024,Gampaha,Local,Peedunu,Premium,5500,,
10/15/2024,Gampaha,Local,Peedunu,Standard,4000,,
10/15/2024,Gampaha,Local,Keti,Premium,3000,,
10/15/2024,Gampaha,Local,Keti,Standard,2000,,
10/15/2024,Gampaha,Local,Korikan,Premium,750,,
10/15/2024,Gampaha,Local,Korikan,Standard,500,,
10/22/2024,Kurunegala,Export,Peedunu,Premium,10000,,
10/22/2024,Kurunegala,Export,Peedunu,Standard,8000,,
10/22/2024,Kurunegala,Export,Kanda,Premium,7500,,
10/22/2024,Kurunegala,Export,Kanda,Standard,6000,,
10/22/2024,Kurunegala,Local,Peedunu,Premium,5000,,
10/22/2024,Kurunegala,Local,Peedunu,Standard,4000,,
10/22/2024,Kurunegala,Local,Keti,Premium,3000,,
10/22/2024,Kurunegala,Local,Keti,Standard,2000,,
10/22/2024,Kurunegala,Local,Korikan,Premium,400,,
10/22/2024,Kurunegala,Local,Korikan,Standard,200,,
10/22/2024,Gampaha,Export,Peedunu,Premium,8000,,
10/22/2024,Gampaha,Export,Peedunu,Standard,6000,,
10/22/2024,Gampaha,Export,Kanda,Premium,6000,,
10/22/2024,Gampaha,Export,Kanda,Standard,5000,,
10/22/2024,Gampaha,Local,Peedunu,Premium,5500,,
10/22/2024,Gampaha,Local,Peedunu,Standard,4000,,
10/22/2024,Gampaha,Local,Keti,Premium,3000,,
10/22/2024,Gampaha,Local,Keti,Standard,2000,,
10/22/2024,Gampaha,Local,Korikan,Premium,750,,
10/22/2024,Gampaha,Local,Korikan,Standard,500,,
10/29/2024,Kurunegala,Export,Peedunu,Premium,12000,,
10/29/2024,Kurunegala,Export,Peedunu,Standard,10000,,
10/29/2024,Kurunegala,Export,Kanda,Premium,8000,,
10/29/2024,Kurunegala,Export,Kanda,Standard,6000,,
10/29/2024,Kurunegala,Local,Peedunu,Premium,6000,,
